"geneID"	"Function"
"1041"	"Rsub_02069"	"RIOK1; RIO kinase 1 [EC:2.7.11.1]"
"1042"	"Rsub_02070"	"APEX2; AP endonuclease 2 [EC:3.1.11.2]"
"1043"	"Rsub_02074"	"hypothetical_protein"
"1044"	"Rsub_02075"	"DRS2, ATP8A; phospholipid-transporting ATPase [EC:7.6.2.1]"
"1045"	"Rsub_02077"	"hypothetical_protein"
"1046"	"Rsub_02078"	"hypothetical_protein"
"1047"	"Rsub_02079"	"hypothetical_protein"
"1048"	"Rsub_02080"	"hypothetical_protein"
"1049"	"Rsub_02090"	"ABCC1; ATP-binding cassette, subfamily C (CFTR/MRP), member 1 [EC:7.6.2.3]"
"1050"	"Rsub_02239"	"LIPT2, LIP2; lipoyl(octanoyl) transferase 2 [EC:2.3.1.181]"
"1051"	"Rsub_02241"	"relA; GTP pyrophosphokinase [EC:2.7.6.5]"
"1052"	"Rsub_02242"	"hypothetical_protein"
"1053"	"Rsub_02247"	"hypothetical_protein"
"1054"	"Rsub_02249"	"tmk, DTYMK; dTMP kinase [EC:2.7.4.9]"
"1055"	"Rsub_02250"	"FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]"
"1056"	"Rsub_02251"	"hypothetical_protein"
"1057"	"Rsub_02252"	"hypothetical_protein"
"1058"	"Rsub_02255"	"hypothetical_protein"
"1059"	"Rsub_02256"	"hypothetical_protein"
"1060"	"Rsub_02257"	"hypothetical_protein"
"1061"	"Rsub_02259"	"hypothetical_protein"
"1062"	"Rsub_02261"	"hypothetical_protein"
"1063"	"Rsub_02262"	"hypothetical_protein"
"1064"	"Rsub_02263"	"hypothetical_protein"
"1065"	"Rsub_02265"	"CHID1; chitinase domain-containing protein 1"
"1066"	"Rsub_02269"	"hypothetical_protein"
"1067"	"Rsub_02270"	"hypothetical_protein"
"1068"	"Rsub_02271"	"hypothetical_protein"
"1069"	"Rsub_02273"	"speD, AMD1; S-adenosylmethionine decarboxylase [EC:4.1.1.50]"
"1070"	"Rsub_02274"	"MAK11, PAK1IP1; protein MAK11"
"1071"	"Rsub_02280"	"DICER1, DCR1; endoribonuclease Dicer [EC:3.1.26.-]"
"1072"	"Rsub_02281"	"hypothetical_protein"
"1073"	"Rsub_02283"	"ERO1L; ERO1-like protein alpha [EC:1.8.4.-]"
"1074"	"Rsub_02284"	"RP-S21e, RPS21; small subunit ribosomal protein S21e"
"1075"	"Rsub_02285"	"CTSH; cathepsin H [EC:3.4.22.16]"
"1076"	"Rsub_02289"	"UBL5, HUB1; ubiquitin-like protein 5"
"1077"	"Rsub_02290"	"hypothetical_protein"
"1078"	"Rsub_02291"	"PPP2C; serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16]"
"1079"	"Rsub_02292"	"EIF4A3, FAL1; ATP-dependent RNA helicase [EC:5.6.2.7]"
"1080"	"Rsub_02294"	"ilvD; dihydroxy-acid dehydratase [EC:4.2.1.9]"
"1081"	"Rsub_02295"	"NOA1; nitric-oxide synthase, plant [EC:1.14.13.39]"
"1082"	"Rsub_02297"	"hypothetical_protein"
"1083"	"Rsub_02302"	"PPM1A, PP2CA; protein phosphatase 1A [EC:3.1.3.16]"
"1084"	"Rsub_02303"	"hypothetical_protein"
"1085"	"Rsub_02304"	"NAA20, NAT3; N-terminal acetyltransferase B complex catalytic subunit [EC:2.3.1.254]"
"1086"	"Rsub_02305"	"E3.1.4.46, glpQ, ugpQ; glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]"
"1087"	"Rsub_02306"	"mutT, NUDT15, MTH2; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]"
"1088"	"Rsub_02308"	"NARS, asnS; asparaginyl-tRNA synthetase [EC:6.1.1.22]"
"1089"	"Rsub_02311"	"hypothetical_protein"
"1090"	"Rsub_02317"	"hypothetical_protein"
"1091"	"Rsub_02318"	"hypothetical_protein"
"1092"	"Rsub_02321"	"fabD, MCAT, MCT1; [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]"
"1093"	"Rsub_02328"	"ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"
"1094"	"Rsub_02330"	"AP1M; AP-1 complex subunit mu"
"1095"	"Rsub_02333"	"hypothetical_protein"
"1096"	"Rsub_02334"	"yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase"
"1097"	"Rsub_02336"	"CCNA; cyclin-A"
"1098"	"Rsub_02337"	"hypothetical_protein"
"1099"	"Rsub_02338"	"hypothetical_protein"
"1100"	"Rsub_02340"	"UBLCP1; ubiquitin-like domain-containing CTD phosphatase 1 [EC:3.1.3.16]"
"1101"	"Rsub_02341"	"KCS; 3-ketoacyl-CoA synthase [EC:2.3.1.199]"
"1102"	"Rsub_02343"	"RNF13, RZF; E3 ubiquitin-protein ligase RNF13 [EC:2.3.2.27]"
"1103"	"Rsub_02346"	"hypothetical_protein"
"1104"	"Rsub_02347"	"hypothetical_protein"
"1105"	"Rsub_02348"	"hypothetical_protein"
"1106"	"Rsub_02354"	"hypothetical_protein"
"1107"	"Rsub_02355"	"COX2; cytochrome c oxidase subunit 2"
"1108"	"Rsub_02356"	"RTCB, rtcB; tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8]"
"1109"	"Rsub_02358"	"hypothetical_protein"
"1110"	"Rsub_02362"	"TXN, trxA; thioredoxin"
"1111"	"Rsub_02366"	"E5.1.3.15; glucose-6-phosphate 1-epimerase [EC:5.1.3.15]"
"1112"	"Rsub_02367"	"psb28; photosystem II 13kDa protein"
"1113"	"Rsub_02369"	"RBM25, S164; RNA-binding protein 25"
"1114"	"Rsub_02372"	"hypothetical_protein"
"1115"	"Rsub_02830"	"hypothetical_protein"
"1116"	"Rsub_02831"	"hypothetical_protein"
"1117"	"Rsub_02832"	"DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12]"
"1118"	"Rsub_02833"	"RBCMT; [ribulose-bisphosphate carboxylase]/[fructose-bisphosphate aldolase]-lysine N-methyltransferase [EC:2.1.1.127 2.1.1.259]"
"1119"	"Rsub_02834"	"ADE2; phosphoribosylaminoimidazole carboxylase [EC:4.1.1.21]"
"1120"	"Rsub_02836"	"DNAJB13; DnaJ homolog subfamily B member 13"
"1121"	"Rsub_02837"	"hypothetical_protein"
"1122"	"Rsub_02838"	"hypothetical_protein"
"1123"	"Rsub_02839"	"SRPR; signal recognition particle receptor subunit alpha"
"1124"	"Rsub_02840"	"ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]"
"1125"	"Rsub_02842"	"BMS1; ribosome biogenesis protein BMS1"
"1126"	"Rsub_02846"	"PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]"
"1127"	"Rsub_02847"	"ATPF1D, atpH; F-type H+-transporting ATPase subunit delta"
"1128"	"Rsub_02849"	"hypothetical_protein"
"1129"	"Rsub_02852"	"CNOT6, CCR4; CCR4-NOT transcription complex subunit 6 [EC:3.1.13.4]"
"1130"	"Rsub_02853"	"hypothetical_protein"
"1131"	"Rsub_02854"	"hypothetical_protein"
"1132"	"Rsub_02855"	"hypothetical_protein"
"1133"	"Rsub_02857"	"ISA, treX; isoamylase [EC:3.2.1.68]"
"1134"	"Rsub_02858"	"hypothetical_protein"
"1135"	"Rsub_02859"	"gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]"
"1136"	"Rsub_02861"	"ABCF3; ATP-binding cassette, subfamily F, member 3"
"1137"	"Rsub_02863"	"hypothetical_protein"
"1138"	"Rsub_02864"	"SPT; serine palmitoyltransferase [EC:2.3.1.50]"
"1139"	"Rsub_02867"	"hypothetical_protein"
"1140"	"Rsub_02868"	"LSM6; U6 snRNA-associated Sm-like protein LSm6"
"1141"	"Rsub_02870"	"hypothetical_protein"
"1142"	"Rsub_02871"	"GPP; (DL)-glycerol-3-phosphatase [EC:3.1.3.21]"
"1143"	"Rsub_02872"	"hypothetical_protein"
"1144"	"Rsub_02873"	"hypothetical_protein"
"1145"	"Rsub_02874"	"CTSL; cathepsin L [EC:3.4.22.15]"
"1146"	"Rsub_02875"	"hypothetical_protein"
"1147"	"Rsub_02877"	"PIGK; GPI-anchor transamidase subunit K"
"1148"	"Rsub_02880"	"hypothetical_protein"
"1149"	"Rsub_02881"	"MLO; mlo protein"
"1150"	"Rsub_02882"	"hypothetical_protein"
"1151"	"Rsub_02883"	"hypothetical_protein"
"1152"	"Rsub_02886"	"hypothetical_protein"
"1153"	"Rsub_02889"	"PIP5K; 1-phosphatidylinositol-4-phosphate 5-kinase [EC:2.7.1.68]"
"1154"	"Rsub_02890"	"hypothetical_protein"
"1155"	"Rsub_02891"	"CLASP1_2; CLIP-associating protein 1/2"
"1156"	"Rsub_02893"	"QTRT2, QTRTD1; queuine tRNA-ribosyltransferase accessory subunit"
"1157"	"Rsub_02895"	"UBE2V; ubiquitin-conjugating enzyme E2 variant"
"1158"	"Rsub_02896"	"MBD4; methyl-CpG-binding domain protein 4 [EC:3.2.2.-]"
"1159"	"Rsub_02898"	"hypothetical_protein"
"1160"	"Rsub_02901"	"hypothetical_protein"
"1161"	"Rsub_02903"	"hypothetical_protein"
"1162"	"Rsub_02904"	"CCT5; T-complex protein 1 subunit epsilon"
"1163"	"Rsub_02905"	"hypothetical_protein"
"1164"	"Rsub_02909"	"HO, pbsA1, hmuO; heme oxygenase (biliverdin-producing, ferredoxin) [EC:1.14.15.20]"
"1165"	"Rsub_02910"	"hypothetical_protein"
"1166"	"Rsub_02912"	"NEK1_4_5; serine/threonine-protein kinase Nek1/4/5 [EC:2.7.11.1]"
"1167"	"Rsub_02914"	"hypothetical_protein"
"1168"	"Rsub_02915"	"BB; E3 ubiquitin-protein ligase BIG BROTHER and related proteins [EC:2.3.2.27]"
"1169"	"Rsub_02916"	"PIN4; peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 [EC:5.2.1.8]"
"1170"	"Rsub_02917"	"pyrG, CTPS; CTP synthase [EC:6.3.4.2]"
"1171"	"Rsub_02918"	"XPO1, CRM1; exportin-1"
"1172"	"Rsub_02921"	"glyQS; glycyl-tRNA synthetase [EC:6.1.1.14]"
"1173"	"Rsub_02923"	"ABCB7, ATM; ATP-binding cassette, subfamily B (MDR/TAP), member 7"
"1174"	"Rsub_02925"	"hypothetical_protein"
"1175"	"Rsub_02927"	"hypothetical_protein"
"1176"	"Rsub_02930"	"hypothetical_protein"
"1177"	"Rsub_02934"	"hypothetical_protein"
"1178"	"Rsub_02940"	"LHY; MYB-related transcription factor LHY"
"1179"	"Rsub_02941"	"hypothetical_protein"
"1180"	"Rsub_02942"	"ACP5; tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]"
"1181"	"Rsub_02944"	"ATPF1G, atpG; F-type H+-transporting ATPase subunit gamma"
"1182"	"Rsub_02945"	"hypothetical_protein"
"1183"	"Rsub_02951"	"hypothetical_protein"
"1184"	"Rsub_02960"	"hypothetical_protein"
"1185"	"Rsub_02961"	"hypothetical_protein"
"1186"	"Rsub_02964"	"USP16_45; ubiquitin carboxyl-terminal hydrolase 16/45 [EC:3.4.19.12]"
"1187"	"Rsub_02969"	"hypothetical_protein"
"1188"	"Rsub_02974"	"PEX10; peroxin-10"
"1189"	"Rsub_02514"	"PIGL; N-acetylglucosaminylphosphatidylinositol deacetylase [EC:3.5.1.89]"
"1190"	"Rsub_02517"	"AP1G1; AP-1 complex subunit gamma-1"
"1191"	"Rsub_02520"	"prfB; peptide chain release factor 2"
"1192"	"Rsub_02523"	"DCP1B; mRNA-decapping enzyme 1B [EC:3.-.-.-]"
"1193"	"Rsub_02526"	"SLC15A3_4, PHT, NPF8; solute carrier family 15 (peptide/histidine transporter), member 3/4"
"1194"	"Rsub_02530"	"hypothetical_protein"
"1195"	"Rsub_02534"	"moxR; MoxR-like ATPase [EC:3.6.3.-]"
"1196"	"Rsub_02537"	"MENG, menG; demethylphylloquinol methyltransferase [EC:2.1.1.329]"
"1197"	"Rsub_02538"	"hypothetical_protein"
"1198"	"Rsub_02541"	"hypothetical_protein"
"1199"	"Rsub_02546"	"MAK; male germ cell-associated kinase [EC:2.7.11.22]"
"1200"	"Rsub_02547"	"PUM; pumilio RNA-binding family"
"1201"	"Rsub_02550"	"hypothetical_protein"
"1202"	"Rsub_02551"	"IDO, INDO; indoleamine 2,3-dioxygenase [EC:1.13.11.52]"
"1203"	"Rsub_02552"	"hypothetical_protein"
"1204"	"Rsub_02554"	"TRAPPC2, TRS20; trafficking protein particle complex subunit 2"
"1205"	"Rsub_02555"	"paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]"
"1206"	"Rsub_02556"	"hypothetical_protein"
"1207"	"Rsub_02557"	"hypothetical_protein"
"1208"	"Rsub_02558"	"CYB5; cytochrome b5"
"1209"	"Rsub_02559"	"SEC63, DNAJC23; translocation protein SEC63"
"1210"	"Rsub_02560"	"hypothetical_protein"
"1211"	"Rsub_02562"	"hypothetical_protein"
"1212"	"Rsub_02565"	"hypothetical_protein"
"1213"	"Rsub_02566"	"NCL, NSR1; nucleolin"
"1214"	"Rsub_02567"	"hypothetical_protein"
"1215"	"Rsub_02573"	"hypothetical_protein"
"1216"	"Rsub_02574"	"PRPF4, PRP4; U4/U6 small nuclear ribonucleoprotein PRP4"
"1217"	"Rsub_02577"	"PCNA; proliferating cell nuclear antigen"
"1218"	"Rsub_02578"	"EZH2; [histone H3]-lysine27 N-trimethyltransferase EZH2 [EC:2.1.1.356]"
"1219"	"Rsub_02581"	"ERI2; ERI1 exoribonuclease 2 [EC:3.1.-.-]"
"1220"	"Rsub_02584"	"DDX31, DBP7; ATP-dependent RNA helicase DDX31/DBP7 [EC:5.6.2.7]"
"1221"	"Rsub_02590"	"hypothetical_protein"
"1222"	"Rsub_02592"	"HNRNPA1_3; heterogeneous nuclear ribonucleoprotein A1/A3"
"1223"	"Rsub_02593"	"RBM8A, Y14; RNA-binding protein 8A"
"1224"	"Rsub_02594"	"MYO5; myosin V"
"1225"	"Rsub_02595"	"TIA1, TIAL1; nucleolysin TIA-1/TIAR"
"1226"	"Rsub_02596"	"UBE2S, E2EPF; ubiquitin-conjugating enzyme E2 S [EC:2.3.2.23]"
"1227"	"Rsub_02597"	"hypothetical_protein"
"1228"	"Rsub_02599"	"hypothetical_protein"
"1229"	"Rsub_02600"	"ACTR8, ARP8, INO80N; actin-related protein 8"
"1230"	"Rsub_02606"	"OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]"
"1231"	"Rsub_02609"	"hypothetical_protein"
"1232"	"Rsub_02611"	"UBE2M, UBC12; ubiquitin-conjugating enzyme E2 M [EC:2.3.2.34]"
"1233"	"Rsub_02613"	"hypothetical_protein"
"1234"	"Rsub_02617"	"hypothetical_protein"
"1235"	"Rsub_02620"	"ATPeV1A, ATP6A; V-type H+-transporting ATPase subunit A [EC:7.1.2.2]"
"1236"	"Rsub_02621"	"ELAVL2_3_4; ELAV like protein 2/3/4"
"1237"	"Rsub_02622"	"PGP, PGLP; phosphoglycolate phosphatase [EC:3.1.3.18 3.1.3.48]"
"1238"	"Rsub_02625"	"hypothetical_protein"
"1239"	"Rsub_02626"	"hypothetical_protein"
"1240"	"Rsub_02627"	"SAM50, TOB55, bamA; outer membrane protein insertion porin family"
"1241"	"Rsub_02628"	"hypothetical_protein"
"1242"	"Rsub_02631"	"SPS, sds; all-trans-nonaprenyl-diphosphate synthase [EC:2.5.1.84 2.5.1.85]"
"1243"	"Rsub_02641"	"hypothetical_protein"
"1244"	"Rsub_02643"	"argG, ASS1; argininosuccinate synthase [EC:6.3.4.5]"
"1245"	"Rsub_02647"	"hypothetical_protein"
"1246"	"Rsub_02653"	"NOG1; nucleolar GTP-binding protein"
"1247"	"Rsub_02655"	"RP-L35, MRPL35, rpmI; large subunit ribosomal protein L35"
"1248"	"Rsub_02656"	"hypothetical_protein"
"1249"	"Rsub_02661"	"hypothetical_protein"
"1250"	"Rsub_02664"	"hypothetical_protein"
"1251"	"Rsub_02666"	"GPATCH2; G patch domain-containing protein 2"
"1252"	"Rsub_02677"	"hypothetical_protein"
"1253"	"Rsub_02679"	"hypothetical_protein"
"1254"	"Rsub_02682"	"hypothetical_protein"
"1255"	"Rsub_02683"	"GGPS; geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]"
"1256"	"Rsub_02684"	"AAMP; angio-associated migratory cell protein"
"1257"	"Rsub_02686"	"accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]"
"1258"	"Rsub_02687"	"DNAH; dynein axonemal heavy chain"
"1259"	"Rsub_02688"	"hypothetical_protein"
"1260"	"Rsub_02689"	"RP-L9e, RPL9; large subunit ribosomal protein L9e"
"1261"	"Rsub_02690"	"SF3B1, SAP155; splicing factor 3B subunit 1"
"1262"	"Rsub_02691"	"BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component subunit alpha [EC:1.2.4.4]"
"1263"	"Rsub_02692"	"hypothetical_protein"
"1264"	"Rsub_02693"	"PPIL1; peptidyl-prolyl cis-trans isomerase-like 1 [EC:5.2.1.8]"
"1265"	"Rsub_02699"	"MOGS; mannosyl-oligosaccharide glucosidase [EC:3.2.1.106]"
"1266"	"Rsub_02709"	"hypothetical_protein"
"1267"	"Rsub_02710"	"hypothetical_protein"
"1268"	"Rsub_02714"	"hypothetical_protein"
"1269"	"Rsub_02718"	"E2.7.7.41, CDS1, CDS2, cdsA; phosphatidate cytidylyltransferase [EC:2.7.7.41]"
"1270"	"Rsub_02719"	"hypothetical_protein"
"1271"	"Rsub_02720"	"DR1, NC2-beta; down-regulator of transcription 1"
"1272"	"Rsub_02726"	"NEK1_4_5; serine/threonine-protein kinase Nek1/4/5 [EC:2.7.11.1]"
"1273"	"Rsub_02728"	"hypothetical_protein"
"1274"	"Rsub_02729"	"PEX4; peroxin-4 [EC:2.3.2.23]"
"1275"	"Rsub_02730"	"hypothetical_protein"
"1276"	"Rsub_02731"	"hypothetical_protein"
"1277"	"Rsub_02733"	"PPP2R3; serine/threonine-protein phosphatase 2A regulatory subunit B''"
"1278"	"Rsub_02734"	"METTL14; mRNA m6A methyltransferase non-catalytic subunit"
"1279"	"Rsub_02738"	"hypothetical_protein"
"1280"	"Rsub_02739"	"RAD16; DNA repair protein RAD16"
"1281"	"Rsub_02740"	"RP-S5, MRPS5, rpsE; small subunit ribosomal protein S5"
"1282"	"Rsub_02741"	"SCFD1, SLY1; sec1 family domain-containing protein 1"
"1283"	"Rsub_02744"	"hypothetical_protein"
"1284"	"Rsub_02746"	"hypothetical_protein"
"1285"	"Rsub_02747"	"hypothetical_protein"
"1286"	"Rsub_02748"	"hypothetical_protein"
"1287"	"Rsub_02751"	"kup; KUP system potassium uptake protein"
"1288"	"Rsub_02754"	"gmd, GMDS; GDPmannose 4,6-dehydratase [EC:4.2.1.47]"
"1289"	"Rsub_02758"	"BUD31, G10; bud site selection protein 31"
"1290"	"Rsub_02761"	"hypothetical_protein"
"1291"	"Rsub_02762"	"hypothetical_protein"
"1292"	"Rsub_02763"	"hypothetical_protein"
"1293"	"Rsub_02764"	"hypothetical_protein"
"1294"	"Rsub_02765"	"DLD, lpd, pdhD; dihydrolipoyl dehydrogenase [EC:1.8.1.4]"
"1295"	"Rsub_02766"	"adk, AK; adenylate kinase [EC:2.7.4.3]"
"1296"	"Rsub_02767"	"chaA, CAX; Ca2+:H+ antiporter"
"1297"	"Rsub_02768"	"TOM22; mitochondrial import receptor subunit TOM22"
"1298"	"Rsub_02770"	"SLC39A1_2_3, ZIP1_2_3; solute carrier family 39 (zinc transporter), member 1/2/3"
"1299"	"Rsub_02772"	"RRM2; ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1]"
"1300"	"Rsub_02773"	"NDUFS7; NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:7.1.1.2]"
"1301"	"Rsub_02774"	"hypothetical_protein"
"1302"	"Rsub_02775"	"hypothetical_protein"
"1303"	"Rsub_02776"	"hypothetical_protein"
"1304"	"Rsub_02777"	"hypothetical_protein"
"1305"	"Rsub_02781"	"EIF2S1; translation initiation factor 2 subunit 1"
"1306"	"Rsub_02782"	"RP-L31e, RPL31; large subunit ribosomal protein L31e"
"1307"	"Rsub_02784"	"hypothetical_protein"
"1308"	"Rsub_02787"	"SYF1, XAB2; pre-mRNA-splicing factor SYF1"
"1309"	"Rsub_02790"	"TBCD; tubulin-specific chaperone D"
"1310"	"Rsub_02791"	"LGMN; legumain [EC:3.4.22.34]"
"1311"	"Rsub_02792"	"hypothetical_protein"
"1312"	"Rsub_02797"	"RP-S3Ae, RPS3A; small subunit ribosomal protein S3Ae"
"1313"	"Rsub_02798"	"hypothetical_protein"
"1314"	"Rsub_02800"	"RP-L7e, RPL7; large subunit ribosomal protein L7e"
"1315"	"Rsub_02802"	"GLU, gltS; glutamate synthase (ferredoxin) [EC:1.4.7.1]"
"1316"	"Rsub_02804"	"FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]"
"1317"	"Rsub_02808"	"RRM1; ribonucleoside-diphosphate reductase subunit M1 [EC:1.17.4.1]"
"1318"	"Rsub_02809"	"PPP4C; serine/threonine-protein phosphatase 4 catalytic subunit [EC:3.1.3.16]"
"1319"	"Rsub_02810"	"hypothetical_protein"
"1320"	"Rsub_02811"	"OTC, argF, argI; ornithine carbamoyltransferase [EC:2.1.3.3]"
"1321"	"Rsub_02813"	"hypothetical_protein"
"1322"	"Rsub_02814"	"GPD1; glycerol-3-phosphate dehydrogenase (NAD+) [EC:1.1.1.8]"
"1323"	"Rsub_02817"	"hypothetical_protein"
"1324"	"Rsub_02818"	"hypothetical_protein"
"1325"	"Rsub_02819"	"hypothetical_protein"
"1326"	"Rsub_02820"	"hypothetical_protein"
"1327"	"Rsub_02821"	"hypothetical_protein"
"1328"	"Rsub_02823"	"sufD; Fe-S cluster assembly protein SufD"
"1329"	"Rsub_03250"	"MGAT1; alpha-1,3-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.101]"
"1330"	"Rsub_03254"	"ERV1, GFER, ALR; mitochondrial FAD-linked sulfhydryl oxidase [EC:1.8.3.2]"
"1331"	"Rsub_03255"	"SLC30A2, ZNT2; solute carrier family 30 (zinc transporter), member 2"
"1332"	"Rsub_03257"	"hypothetical_protein"
"1333"	"Rsub_03266"	"CAF16; CCR4-NOT complex subunit CAF16"
"1334"	"Rsub_03269"	"hypothetical_protein"
"1335"	"Rsub_03270"	"hypothetical_protein"
"1336"	"Rsub_03271"	"hypothetical_protein"
"1337"	"Rsub_03272"	"hypothetical_protein"
"1338"	"Rsub_03273"	"dapF; diaminopimelate epimerase [EC:5.1.1.7]"
"1339"	"Rsub_03275"	"gpx, btuE, bsaA; glutathione peroxidase [EC:1.11.1.9]"
"1340"	"Rsub_03278"	"hypothetical_protein"
"1341"	"Rsub_03279"	"TMEM165, GDT1; Ca2+/H+ antiporter, TMEM165/GDT1 family"
"1342"	"Rsub_03284"	"CTBS; Di-N-acetylchitobiase [EC:3.2.1.-]"
"1343"	"Rsub_03285"	"ACAT, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]"
"1344"	"Rsub_03287"	"hypothetical_protein"
"1345"	"Rsub_03288"	"hypothetical_protein"
"1346"	"Rsub_03289"	"PCME; prenylcysteine alpha-carboxyl methylesterase [EC:3.1.1.-]"
"1347"	"Rsub_03292"	"hypothetical_protein"
"1348"	"Rsub_03293"	"hypothetical_protein"
"1349"	"Rsub_03296"	"argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]"
"1350"	"Rsub_03297"	"hypothetical_protein"
"1351"	"Rsub_03302"	"GALK2; N-acetylgalactosamine kinase [EC:2.7.1.157]"
"1352"	"Rsub_03303"	"menB; naphthoate synthase [EC:4.1.3.36]"
"1353"	"Rsub_03305"	"truA, PUS1; tRNA pseudouridine38-40 synthase [EC:5.4.99.12]"
"1354"	"Rsub_03308"	"hypothetical_protein"
"1355"	"Rsub_03310"	"ATXR3, SDG2; [histone H3]-lysine4 N-trimethyltransferase ATXR3 [EC:2.1.1.354]"
"1356"	"Rsub_03311"	"CDK7; cyclin-dependent kinase 7 [EC:2.7.11.22 2.7.11.23]"
"1357"	"Rsub_03313"	"hypothetical_protein"
"1358"	"Rsub_03317"	"hypothetical_protein"
"1359"	"Rsub_03319"	"PCBD, phhB; 4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]"
"1360"	"Rsub_03320"	"hypothetical_protein"
"1361"	"Rsub_03323"	"THADA, ARMC13; thyroid adenoma-associated protein"
"1362"	"Rsub_03326"	"MPV17; protein Mpv17"
"1363"	"Rsub_03327"	"hypothetical_protein"
"1364"	"Rsub_03329"	"PIP; aquaporin PIP"
"1365"	"Rsub_03330"	"hypothetical_protein"
"1366"	"Rsub_03333"	"hypothetical_protein"
"1367"	"Rsub_03334"	"hypothetical_protein"
"1368"	"Rsub_03335"	"hypothetical_protein"
"1369"	"Rsub_03340"	"hypothetical_protein"
"1370"	"Rsub_03341"	"hypothetical_protein"
"1371"	"Rsub_03343"	"hypothetical_protein"
"1372"	"Rsub_03346"	"hypothetical_protein"
"1373"	"Rsub_03347"	"OGG1; N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18]"
"1374"	"Rsub_03348"	"hypothetical_protein"
"1375"	"Rsub_03349"	"prlC; oligopeptidase A [EC:3.4.24.70]"
"1376"	"Rsub_03350"	"DBI, ACBP; diazepam-binding inhibitor (GABA receptor modulator, acyl-CoA-binding protein)"
"1377"	"Rsub_03351"	"RPN1, OST1; dolichyl-diphosphooligosaccharide---protein glycosyltransferase subunit 1 (ribophorin I)"
"1378"	"Rsub_03353"	"RPA1, POLR1A; DNA-directed RNA polymerase I subunit RPA1 [EC:2.7.7.6]"
"1379"	"Rsub_03355"	"hypothetical_protein"
"1380"	"Rsub_03359"	"grxC, GLRX, GLRX2; glutaredoxin 3"
"1381"	"Rsub_03360"	"TGL4; TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]"
"1382"	"Rsub_03362"	"hypothetical_protein"
"1383"	"Rsub_03363"	"hypothetical_protein"
"1384"	"Rsub_03365"	"DHX37, DHR1; ATP-dependent RNA helicase DHX37/DHR1 [EC:5.6.2.6]"
"1385"	"Rsub_03367"	"hypothetical_protein"
"1386"	"Rsub_03368"	"KPC1, RNF123; Kip1 ubiquitination-promoting complex protein 1 [EC:2.3.2.27]"
"1387"	"Rsub_03370"	"hypothetical_protein"
"1388"	"Rsub_03372"	"hypothetical_protein"
"1389"	"Rsub_03377"	"UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]"
"1390"	"Rsub_03379"	"hypothetical_protein"
"1391"	"Rsub_03380"	"crtB; 15-cis-phytoene synthase [EC:2.5.1.32]"
"1392"	"Rsub_03384"	"hypothetical_protein"
"1393"	"Rsub_03385"	"hypothetical_protein"
"1394"	"Rsub_03386"	"GPR107; G protein-coupled receptor 107"
"1395"	"Rsub_03388"	"FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]"
"1396"	"Rsub_03389"	"hypothetical_protein"
"1397"	"Rsub_03392"	"RP-S6, MRPS6, rpsF; small subunit ribosomal protein S6"
"1398"	"Rsub_03393"	"hypothetical_protein"
"1399"	"Rsub_03394"	"hypothetical_protein"
"1400"	"Rsub_03395"	"hypothetical_protein"
